JD,WD,new
124.502986175258,37.400752929805996,"124.502986175258,37.400752929805996"
124.52100381135826,37.33226287883123,"124.52100381135826,37.33226287883123"
124.3093021936561,38.86070894861821,"124.3093021936561,38.86070894861821"
124.866026910101,36.632820667933174,"124.866026910101,36.632820667933174"
124.2548967786984,38.487134591960995,"124.2548967786984,38.487134591960995"
125.3333090369431,36.024972068272035,"125.3333090369431,36.024972068272035"
125.35429279163921,34.484032256858306,"125.35429279163921,34.484032256858306"
124.91794036985533,36.57728865468466,"124.91794036985533,36.57728865468466"
125.44268299929433,34.744407987577745,"125.44268299929433,34.744407987577745"
125.39501137959469,35.993083481834695,"125.39501137959469,35.993083481834695"
125.40897293672077,35.80718260031979,"125.40897293672077,35.80718260031979"
124.57221741618382,37.25282800893888,"124.57221741618382,37.25282800893888"
124.63714162978188,37.13296403274938,"124.63714162978188,37.13296403274938"
124.3090263000822,38.772645547367084,"124.3090263000822,38.772645547367084"
124.7539309663245,36.632893717514385,"124.7539309663245,36.632893717514385"
125.09488190403437,36.421999953951406,"125.09488190403437,36.421999953951406"
124.67614453282025,36.843107256647684,"124.67614453282025,36.843107256647684"
124.13182525723533,37.94012118912662,"124.13182525723533,37.94012118912662"
125.172700137971,36.33412134666555,"125.172700137971,36.33412134666555"
124.25928070449405,38.55180288387745,"124.25928070449405,38.55180288387745"
124.70270947440586,36.91784371800714,"124.70270947440586,36.91784371800714"
125.40795473288951,34.81151723034798,"125.40795473288951,34.81151723034798"
124.41260155823923,37.77205167516097,"124.41260155823923,37.77205167516097"
124.32485435442658,37.85085589538257,"124.32485435442658,37.85085589538257"
125.3142518611045,35.9403798545003,"125.3142518611045,35.9403798545003"
124.886622388147,36.59531822677174,"124.886622388147,36.59531822677174"
124.22309507613778,38.416030769005154,"124.22309507613778,38.416030769005154"
124.18011673095343,38.33418907805714,"124.18011673095343,38.33418907805714"
124.52797065382728,37.4777403824487,"124.52797065382728,37.4777403824487"
125.3688607762166,35.83381411567769,"125.3688607762166,35.83381411567769"
125.30555948590211,36.30037457334897,"125.30555948590211,36.30037457334897"
124.3732024428331,37.73668739701276,"124.3732024428331,37.73668739701276"
124.662457669143,36.795564704826916,"124.662457669143,36.795564704826916"
124.53104725994226,37.6342844870561,"124.53104725994226,37.6342844870561"
125.38961385342567,34.609372217979825,"125.38961385342567,34.609372217979825"
124.15143083361616,38.03969116697044,"124.15143083361616,38.03969116697044"
125.09961517648634,36.51150419387927,"125.09961517648634,36.51150419387927"
125.38583400224371,35.58068377486339,"125.38583400224371,35.58068377486339"
125.44704615187646,34.94444439852547,"125.44704615187646,34.94444439852547"
125.45466609337575,34.854047986622206,"125.45466609337575,34.854047986622206"
125.42774778232327,34.89232242850694,"125.42774778232327,34.89232242850694"
125.417468956861,35.12015542140277,"125.417468956861,35.12015542140277"
124.904863627635,36.470777375338365,"124.904863627635,36.470777375338365"
124.80734018725325,36.55256130893082,"124.80734018725325,36.55256130893082"
125.09833703085326,36.32681411599867,"125.09833703085326,36.32681411599867"
124.60314237757316,37.036752761576786,"124.60314237757316,37.036752761576786"
124.5678177462262,37.53599774035279,"124.5678177462262,37.53599774035279"
125.4042064946285,35.74377731233365,"125.4042064946285,35.74377731233365"
124.2892958757014,38.615600180146274,"124.2892958757014,38.615600180146274"
125.45105657991057,35.17990938862459,"125.45105657991057,35.17990938862459"
125.2758277379705,36.094543542673115,"125.2758277379705,36.094543542673115"
124.83775645799192,36.593491130492815,"124.83775645799192,36.593491130492815"
124.51263362294142,37.72601437343194,"124.51263362294142,37.72601437343194"
124.70380576140124,36.9854081601856,"124.70380576140124,36.9854081601856"
125.3988627104138,35.65864480554377,"125.3988627104138,35.65864480554377"
124.74353385852362,36.68669778430959,"124.74353385852362,36.68669778430959"
124.1629040388227,38.223348961584314,"124.1629040388227,38.223348961584314"
125.44245474476268,35.4063656966362,"125.44245474476268,35.4063656966362"
124.22848189791267,37.8801027550617,"124.22848189791267,37.8801027550617"
124.60339974919268,37.191928135180426,"124.60339974919268,37.191928135180426"
124.51584012246366,37.27127382060541,"124.51584012246366,37.27127382060541"
124.99017683828724,36.5495376141644,"124.99017683828724,36.5495376141644"
125.40765999487962,35.289674149871516,"125.40765999487962,35.289674149871516"
124.21611634217963,38.27117560086324,"124.21611634217963,38.27117560086324"
124.58846479213756,37.09933521307471,"124.58846479213756,37.09933521307471"
124.5833692576751,37.40285853604322,"124.5833692576751,37.40285853604322"
125.06399378522138,36.471773863791014,"125.06399378522138,36.471773863791014"
124.45683112050166,37.7080492332066,"124.45683112050166,37.7080492332066"
125.20911933998633,36.38058845966515,"125.20911933998633,36.38058845966515"
124.3790373305441,37.78687936813987,"124.3790373305441,37.78687936813987"
125.40667319623361,35.59041584651312,"125.40667319623361,35.59041584651312"
125.4279445003781,35.64545943096656,"125.4279445003781,35.64545943096656"
124.2924098855654,38.55443353055798,"124.2924098855654,38.55443353055798"
125.44216453286371,34.80640712397745,"125.44216453286371,34.80640712397745"
125.363621416711,35.91837998300241,"125.363621416711,35.91837998300241"
125.2932760247094,35.88734660252931,"125.2932760247094,35.88734660252931"
124.5836687062345,37.33259995188815,"124.5836687062345,37.33259995188815"
124.21613246374288,38.317946688985124,"124.21613246374288,38.317946688985124"
125.4060742503292,35.22882145986653,"125.4060742503292,35.22882145986653"
124.21085641369359,37.94049566375164,"124.21085641369359,37.94049566375164"
125.2728971455422,35.98171823586616,"125.2728971455422,35.98171823586616"
125.400078438972,35.903617050807384,"125.400078438972,35.903617050807384"
124.16820879002458,38.05866187628133,"124.16820879002458,38.05866187628133"
125.3821580237165,36.12279711277215,"125.3821580237165,36.12279711277215"
124.33703499690009,38.842792136500094,"124.33703499690009,38.842792136500094"
124.25623677548516,38.400343768410565,"124.25623677548516,38.400343768410565"
125.30111815267,36.1780932190029,"125.30111815267,36.1780932190029"
124.21064423810863,38.1996992941153,"124.21064423810863,38.1996992941153"
124.699027475236,36.79478177127965,"124.699027475236,36.79478177127965"
124.56185480562701,37.648947699398086,"124.56185480562701,37.648947699398086"
124.3454276906254,38.75738659940816,"124.3454276906254,38.75738659940816"
125.41757753202724,35.46569470825188,"125.41757753202724,35.46569470825188"
124.29385226872914,38.6833851680035,"124.29385226872914,38.6833851680035"
124.70401277760931,36.70522831696258,"124.70401277760931,36.70522831696258"
124.11882926601254,38.01037620962305,"124.11882926601254,38.01037620962305"
124.17819158265509,38.10458059596202,"124.17819158265509,38.10458059596202"
125.367502413888,35.710392285870824,"125.367502413888,35.710392285870824"
124.60789096892121,37.47944366213942,"124.60789096892121,37.47944366213942"
125.3941537516774,34.541203610544436,"125.3941537516774,34.541203610544436"
125.37173221108401,35.619865459497646,"125.37173221108401,35.619865459497646"
124.62943897933172,37.09510597541985,"124.62943897933172,37.09510597541985"
125.3025153239527,36.23655650433714,"125.3025153239527,36.23655650433714"
124.81453813084816,36.65788077576557,"124.81453813084816,36.65788077576557"
124.643068349422,36.86120182773827,"124.643068349422,36.86120182773827"
125.440685128181,35.74449722135356,"125.440685128181,35.74449722135356"
124.42406079595786,37.745938465516986,"124.42406079595786,37.745938465516986"
124.65544214167917,37.0399826157488,"124.65544214167917,37.0399826157488"
125.45911922748375,34.70030248321197,"125.45911922748375,34.70030248321197"
124.16946229050644,37.94527307125384,"124.16946229050644,37.94527307125384"
124.35520555460451,38.71252564592815,"124.35520555460451,38.71252564592815"
124.62818314776511,36.93232222733395,"124.62818314776511,36.93232222733395"
125.44545602515655,35.01699457298529,"125.44545602515655,35.01699457298529"
124.27998541873855,38.63908566106631,"124.27998541873855,38.63908566106631"
124.59649182219236,37.37119286786383,"124.59649182219236,37.37119286786383"
125.35239285032559,34.523126039698056,"125.35239285032559,34.523126039698056"
125.429681286709,35.6825454119998,"125.429681286709,35.6825454119998"
124.72255319784175,36.749397493862425,"124.72255319784175,36.749397493862425"
125.34207563673175,35.78734747543724,"125.34207563673175,35.78734747543724"
124.61754890174086,37.28872088421994,"124.61754890174086,37.28872088421994"
124.33578449208163,37.81595790048405,"124.33578449208163,37.81595790048405"
124.97345370104885,36.51210448404043,"124.97345370104885,36.51210448404043"
124.79539399366759,36.60566970664488,"124.79539399366759,36.60566970664488"
125.17938499764,36.4092348062244,"125.17938499764,36.4092348062244"
124.60503316006138,36.99717048435216,"124.60503316006138,36.99717048435216"
125.4124762607962,34.65205706719332,"125.4124762607962,34.65205706719332"
125.37907930145779,34.74397387272438,"125.37907930145779,34.74397387272438"
125.40915163014914,35.34667647809113,"125.40915163014914,35.34667647809113"
124.14403576033186,37.909021887179286,"124.14403576033186,37.909021887179286"
125.28769037081285,36.28181126867246,"125.28769037081285,36.28181126867246"
124.66979514310455,36.73016493949044,"124.66979514310455,36.73016493949044"
124.66237310656062,36.97404686342916,"124.66237310656062,36.97404686342916"
