WD,JD,new
27.47038588,122.4648048,"122.4648048,27.47038588"
27.47915718,122.4805997,"122.4805997,27.47915718"
27.48792847,122.495869,"122.495869,27.48792847"
27.49669977,122.5106021,"122.5106021,27.49669977"
27.50547107,122.52478909999998,"122.52478909999998,27.50547107"
27.51424237,122.5384212,"122.5384212,27.51424237"
27.52301367,122.55149070000002,"122.55149070000002,27.52301367"
27.53178497,122.5639906,"122.5639906,27.53178497"
27.54055627,122.57591529999999,"122.57591529999999,27.54055627"
27.54932757,122.58725990000002,"122.58725990000002,27.54932757"
27.55809887,122.5980206,"122.5980206,27.55809887"
27.56687017,122.60819479999999,"122.60819479999999,27.56687017"
27.57564147,122.6177807,"122.6177807,27.57564147"
27.58441277,122.62677749999999,"122.62677749999999,27.58441277"
27.59318407,122.63518549999999,"122.63518549999999,27.59318407"
27.60195537,122.643006,"122.643006,27.60195537"
27.61072667,122.65024109999999,"122.65024109999999,27.61072667"
27.61949797,122.65689409999999,"122.65689409999999,27.61949797"
27.62826927,122.66296909999998,"122.66296909999998,27.62826927"
27.63704056,122.6684712,"122.6684712,27.63704056"
27.64581186,122.67340630000001,"122.67340630000001,27.64581186"
27.65458316,122.6777814,"122.6777814,27.65458316"
27.66335446,122.68160420000001,"122.68160420000001,27.66335446"
27.67212576,122.68488329999998,"122.68488329999998,27.67212576"
27.68089706,122.6876282,"122.6876282,27.68089706"
27.68966836,122.68984909999999,"122.68984909999999,27.68966836"
27.69843966,122.691557,"122.691557,27.69843966"
27.70721096,122.69276370000001,"122.69276370000001,27.70721096"
27.71598226,122.6934817,"122.6934817,27.71598226"
27.72475356,122.693724,"122.693724,27.72475356"
27.73352486,122.69350449999999,"122.69350449999999,27.73352486"
27.74229616,122.69283770000001,"122.69283770000001,27.74229616"
27.75106746,122.6917384,"122.6917384,27.75106746"
27.75983876,122.6902223,"122.6902223,27.75983876"
27.76861006,122.6883054,"122.6883054,27.76861006"
27.77738136,122.68600420000001,"122.68600420000001,27.77738136"
27.78615266,122.6833357,"122.6833357,27.78615266"
27.79492395,122.6803173,"122.6803173,27.79492395"
27.80369525,122.6769666,"122.6769666,27.80369525"
27.81246655,122.67330159999999,"122.67330159999999,27.81246655"
27.82123785,122.6693408,"122.6693408,27.82123785"
27.83000915,122.66510259999998,"122.66510259999998,27.83000915"
27.83878045,122.6606057,"122.6606057,27.83878045"
27.84755175,122.65586909999999,"122.65586909999999,27.84755175"
27.85632305,122.6509118,"122.6509118,27.85632305"
27.86509435,122.6457529,"122.6457529,27.86509435"
27.87386565,122.6404115,"122.6404115,27.87386565"
27.88263695,122.6349067,"122.6349067,27.88263695"
27.89140825,122.6292578,"122.6292578,27.89140825"
27.90017955,122.62348359999999,"122.62348359999999,27.90017955"
27.90895085,122.6176031,"122.6176031,27.90895085"
27.91772215,122.611635,"122.611635,27.91772215"
27.92649345,122.605598,"122.605598,27.92649345"
27.93526475,122.59951029999999,"122.59951029999999,27.93526475"
27.94403605,122.59339009999998,"122.59339009999998,27.94403605"
27.95280734,122.587255,"122.587255,27.95280734"
27.96157864,122.5811227,"122.5811227,27.96157864"
27.97034994,122.5750101,"122.5750101,27.97034994"
27.97912124,122.56893400000001,"122.56893400000001,27.97912124"
27.98789254,122.5629107,"122.5629107,27.98789254"
27.99666384,122.556956,"122.556956,27.99666384"
28.00543514,122.55108529999998,"122.55108529999998,28.00543514"
28.01420644,122.5453135,"122.5453135,28.01420644"
28.02297774,122.5396548,"122.5396548,28.02297774"
28.03174904,122.53412309999999,"122.53412309999999,28.03174904"
28.04052034,122.52873159999999,"122.52873159999999,28.04052034"
28.04929164,122.5234929,"122.5234929,28.04929164"
28.05806294,122.51841909999999,"122.51841909999999,28.05806294"
28.06683424,122.51352150000001,"122.51352150000001,28.06683424"
28.07560554,122.50881090000001,"122.50881090000001,28.07560554"
28.08437684,122.5042973,"122.5042973,28.08437684"
28.09314814,122.4999902,"122.4999902,28.09314814"
28.10191944,122.49589840000002,"122.49589840000002,28.10191944"
28.11069073,122.4920299,"122.4920299,28.11069073"
28.11946203,122.48839199999999,"122.48839199999999,28.11946203"
28.12823333,122.4849915,"122.4849915,28.12823333"
28.13700463,122.4818342,"122.4818342,28.13700463"
28.14577593,122.47892549999999,"122.47892549999999,28.14577593"
28.15454723,122.47627,"122.47627,28.15454723"
28.16331853,122.4738713,"122.4738713,28.16331853"
28.17208983,122.4717327,"122.4717327,28.17208983"
28.18086113,122.46985670000001,"122.46985670000001,28.18086113"
28.18963243,122.468245,"122.468245,28.18963243"
