JD,WD,new
127.12882795528,32.9554171286955,"127.12882795528,32.9554171286955"
127.108072730394,32.9522951863561,"127.108072730394,32.9522951863561"
127.08757133875099,32.9492114248964,"127.08757133875099,32.9492114248964"
127.06793731412,32.9462581303344,"127.06793731412,32.9462581303344"
127.048551948347,32.9433422383358,"127.048551948347,32.9433422383358"
127.028456318109,32.9403195103614,"127.028456318109,32.9403195103614"
127.008626697361,32.9373367947837,"127.008626697361,32.9373367947837"
126.987009681095,32.9340852242175,"126.987009681095,32.9340852242175"
126.967905749419,32.931211664741305,"126.967905749419,32.931211664741305"
126.947056108498,32.9280755206085,"126.947056108498,32.9280755206085"
126.927763685719,32.9251736088326,"126.927763685719,32.9251736088326"
126.908273967573,32.9222420204448,"126.908273967573,32.9222420204448"
126.887499482406,32.9191171810282,"126.887499482406,32.9191171810282"
126.849480159837,32.914239508964,"126.849480159837,32.914239508964"
126.82820740359,32.9119074407022,"126.82820740359,32.9119074407022"
126.80790238744,32.9096814628756,"126.80790238744,32.9096814628756"
126.787840067147,32.9074820910655,"126.787840067147,32.9074820910655"
126.76780514614799,32.9052857229575,"126.76780514614799,32.9052857229575"
126.747915689283,32.9031053016449,"126.747915689283,32.9031053016449"
126.72728329339701,32.9008434341629,"126.72728329339701,32.9008434341629"
126.705577535907,32.8984638972776,"126.705577535907,32.8984638972776"
126.683594443575,32.8960539570082,"126.683594443575,32.8960539570082"
126.66275167463101,32.893769026960605,"126.66275167463101,32.893769026960605"
126.641788070017,32.8914708500622,"126.641788070017,32.8914708500622"
126.62001703018299,32.889084156470005,"126.62001703018299,32.889084156470005"
126.599770384069,32.886864577574805,"126.599770384069,32.886864577574805"
126.578506469454,32.8845334785945,"126.578506469454,32.8845334785945"
126.557567684566,32.882238022608,"126.557567684566,32.882238022608"
126.53800719194099,32.8800936646552,"126.53800719194099,32.8800936646552"
126.517531620967,32.8778489894164,"126.517531620967,32.8778489894164"
126.496560357261,32.8755499728747,"126.496560357261,32.8755499728747"
126.477007267438,32.8734064264689,"126.477007267438,32.8734064264689"
126.456438483514,32.8711515325748,"126.456438483514,32.8711515325748"
126.43639472775499,32.8689541959386,"126.43639472775499,32.8689541959386"
126.416861802101,32.86681286007,"126.416861802101,32.86681286007"
126.39497012665599,32.8644129415588,"126.39497012665599,32.8644129415588"
126.375089392598,32.8622334765013,"126.375089392598,32.8622334765013"
126.35421248833799,32.8599448043018,"126.35421248833799,32.8599448043018"
126.333152928656,32.857636108137996,"126.333152928656,32.857636108137996"
126.313150864519,32.855443342029,"126.313150864519,32.855443342029"
126.29315970866699,32.8532517717624,"126.29315970866699,32.8532517717624"
126.27381224531099,32.8511307675674,"126.27381224531099,32.8511307675674"
126.25195931581499,32.8487350966581,"126.25195931581499,32.8487350966581"
126.23224144562401,32.8465734858762,"126.23224144562401,32.8465734858762"
126.21156304348101,32.8443065748666,"126.21156304348101,32.8443065748666"
126.19063849430401,32.842012679498204,"126.19063849430401,32.842012679498204"
126.170114199562,32.8397626628193,"126.170114199562,32.8397626628193"
126.14863321706699,32.837407767340395,"126.14863321706699,32.837407767340395"
126.127397014928,32.835079706395604,"126.127397014928,32.835079706395604"
126.107296848904,32.8328761856719,"126.107296848904,32.8328761856719"
126.08586015941299,32.8305261459018,"126.08586015941299,32.8305261459018"
126.065878684909,32.8283356369724,"126.065878684909,32.8283356369724"
126.04660152772199,32.826222340231105,"126.04660152772199,32.826222340231105"
126.025918899007,32.8239549658751,"126.025918899007,32.8239549658751"
126.004689599807,32.8216276616787,"126.004689599807,32.8216276616787"
125.982769708783,32.8192246499783,"125.982769708783,32.8192246499783"
125.963091241822,32.817067358854196,"125.963091241822,32.817067358854196"
125.94193188601601,32.8147477223416,"125.94193188601601,32.8147477223416"
125.920339942322,32.8123806625203,"125.920339942322,32.8123806625203"
125.898576014595,32.8099947486071,"125.898576014595,32.8099947486071"
125.878807277171,32.8078275614035,"125.878807277171,32.8078275614035"
125.838640543125,32.8049737044101,"125.838640543125,32.8049737044101"
125.818205703999,32.804258765978496,"125.818205703999,32.804258765978496"
125.79616880771299,32.8034877775714,"125.79616880771299,32.8034877775714"
125.775003695604,32.8027472896253,"125.775003695604,32.8027472896253"
125.75337012576,32.8019904120987,"125.75337012576,32.8019904120987"
125.731971400798,32.8012417509144,"125.731971400798,32.8012417509144"
125.711969564661,32.8005419616346,"125.711969564661,32.8005419616346"
125.69078713824301,32.7998008679256,"125.69078713824301,32.7998008679256"
125.669208871937,32.799045925262604,"125.669208871937,32.799045925262604"
125.64697447761999,32.7982680271396,"125.64697447761999,32.7982680271396"
125.625093229191,32.797502484267696,"125.625093229191,32.797502484267696"
125.605268708585,32.796808898593696,"125.605268708585,32.796808898593696"
125.585120551405,32.796103990089,"125.585120551405,32.796103990089"
125.5637077725,32.7953548372099,"125.5637077725,32.7953548372099"
125.542469151725,32.794611777471,"125.542469151725,32.794611777471"
125.521422885193,32.7938754474861,"125.521422885193,32.7938754474861"
125.50145888128901,32.7931769818143,"125.50145888128901,32.7931769818143"
125.480187341619,32.792432770366695,"125.480187341619,32.792432770366695"
125.459501311545,32.791709043705396,"125.459501311545,32.791709043705396"
125.440058820976,32.7910288238305,"125.440058820976,32.7910288238305"
125.418577875385,32.790277286054504,"125.418577875385,32.790277286054504"
125.39658848266899,32.7895079596193,"125.39658848266899,32.7895079596193"
125.37704566535999,32.7888242296879,"125.37704566535999,32.7888242296879"
125.357705910992,32.7881476041677,"125.357705910992,32.7881476041677"
125.338344278386,32.78747021320989,"125.338344278386,32.78747021320989"
125.318994736496,32.786793245261,"125.318994736496,32.786793245261"
125.298319607894,32.786069900001195,"125.298319607894,32.786069900001195"
125.279043654501,32.785395506638,"125.279043654501,32.785395506638"
125.259212612921,32.7847016928196,"125.259212612921,32.7847016928196"
125.23733246664301,32.7839361885078,"125.23733246664301,32.7839361885078"
125.216164185133,32.783195589676104,"125.216164185133,32.783195589676104"
125.196833291527,32.7825192741608,"125.196833291527,32.7825192741608"
125.17577410550699,32.781782492171395,"125.17577410550699,32.781782492171395"
125.15584368673001,32.7810852015173,"125.15584368673001,32.7810852015173"
125.135936344291,32.7803887182178,"125.135936344291,32.7803887182178"
125.116205316929,32.779698403522,"125.116205316929,32.779698403522"
125.095189449239,32.7789631370787,"125.095189449239,32.7789631370787"
125.074439027322,32.7782371575881,"125.074439027322,32.7782371575881"
125.05300538188801,32.77748727466739,"125.05300538188801,32.77748727466739"
125.03084724312299,32.7767120444403,"125.03084724312299,32.7767120444403"
125.010255965404,32.7759916328088,"125.010255965404,32.7759916328088"
124.988020909117,32.775213711526,"124.988020909117,32.775213711526"
124.96842709028401,32.774528197242304,"124.96842709028401,32.774528197242304"
124.94735528409099,32.7737909737205,"124.94735528409099,32.7737909737205"
124.92512323988501,32.7730131578191,"124.92512323988501,32.7730131578191"
124.903772715513,32.7722661829927,"124.903772715513,32.7722661829927"
124.883725009145,32.7715647888854,"124.883725009145,32.7715647888854"
124.864124618855,32.7708790446912,"124.864124618855,32.7708790446912"
124.844711059257,32.7701998370026,"124.844711059257,32.7701998370026"
124.822568155082,32.7694251397767,"124.822568155082,32.7694251397767"
124.78437554305599,32.7724605166278,"124.78437554305599,32.7724605166278"
124.763451253071,32.7762290656043,"124.763451253071,32.7762290656043"
124.741794521483,32.780129530266,"124.741794521483,32.780129530266"
124.722358506283,32.7836300349542,"124.722358506283,32.7836300349542"
124.701940632553,32.7873073763218,"124.701940632553,32.7873073763218"
124.68186004699498,32.7909239707297,"124.68186004699498,32.7909239707297"
124.661930367161,32.7945133864087,"124.661930367161,32.7945133864087"
124.64239489389601,32.7980318038951,"124.64239489389601,32.7980318038951"
124.62130030361,32.801831024642304,"124.62130030361,32.801831024642304"
124.600558263619,32.8055667496603,"124.600558263619,32.8055667496603"
124.579421758444,32.809373519448,"124.579421758444,32.809373519448"
124.560213018947,32.8128330908659,"124.560213018947,32.8128330908659"
124.539748504497,32.816518832415106,"124.539748504497,32.816518832415106"
124.519295449903,32.820202509998005,"124.519295449903,32.820202509998005"
124.49982296125602,32.823709583701,"124.49982296125602,32.823709583701"
124.480875517671,32.8271220946717,"124.480875517671,32.8271220946717"
124.46150450994,32.8306108912527,"124.46150450994,32.8306108912527"
124.442319183575,32.8340662458711,"124.442319183575,32.8340662458711"
124.42260117160102,32.837617539315,"124.42260117160102,32.837617539315"
124.400892180428,32.841527416138895,"124.400892180428,32.841527416138895"
124.380417150995,32.8452150514788,"124.380417150995,32.8452150514788"
124.36117823576599,32.8486800576676,"124.36117823576599,32.8486800576676"
124.340160754933,32.8524653906915,"124.340160754933,32.8524653906915"
124.321061431551,32.855905255826,"124.321061431551,32.855905255826"
124.29968949486799,32.8597544277774,"124.29968949486799,32.8597544277774"
124.27804578886,32.8636525464797,"124.27804578886,32.8636525464797"
124.25870142842301,32.8671365437757,"124.25870142842301,32.8671365437757"
124.237910486583,32.8708810762136,"124.237910486583,32.8708810762136"
124.218836025846,32.8743164634854,"124.218836025846,32.8743164634854"
124.199658096001,32.8777704859608,"124.199658096001,32.8777704859608"
124.16978527076701,32.8740750910493,"124.16978527076701,32.8740750910493"
124.149529183623,32.8683984704957,"124.149529183623,32.8683984704957"
124.12944760673099,32.8627707551667,"124.12944760673099,32.8627707551667"
124.10979142765899,32.857262254470896,"124.10979142765899,32.857262254470896"
124.09086902031099,32.8519593879446,"124.09086902031099,32.8519593879446"
124.071852823548,32.8466302376191,"124.071852823548,32.8466302376191"
124.05098296951999,32.840781613377,"124.05098296951999,32.840781613377"
124.03008657612,32.8349255516697,"124.03008657612,32.8349255516697"
124.010829030191,32.8295287650024,"124.010829030191,32.8295287650024"
123.990937111248,32.8239541999287,"123.990937111248,32.8239541999287"
123.970347273144,32.8181840481051,"123.970347273144,32.8181840481051"
123.950322023547,32.8125721180891,"123.950322023547,32.8125721180891"
123.930361787647,32.806978407687204,"123.930361787647,32.806978407687204"
123.909494606442,32.8011305324841,"123.909494606442,32.8011305324841"
123.889883062406,32.7956345404315,"123.889883062406,32.7956345404315"
123.86956417884701,32.789940321641105,"123.86956417884701,32.789940321641105"
123.848730477356,32.7841018288837,"123.848730477356,32.7841018288837"
123.82947646968,32.7787060337861,"123.82947646968,32.7787060337861"
123.81024506678499,32.773316573513,"123.81024506678499,32.773316573513"
123.790913338485,32.767898997778,"123.790913338485,32.767898997778"
123.771025097448,32.762325463410804,"123.771025097448,32.762325463410804"
123.749958677363,32.756421752966,"123.749958677363,32.756421752966"
123.731023980921,32.7511154425106,"123.731023980921,32.7511154425106"
123.71056860057699,32.7453829714928,"123.71056860057699,32.7453829714928"
123.692125578839,32.740214449284004,"123.692125578839,32.740214449284004"
123.672364126592,32.7346764465497,"123.672364126592,32.7346764465497"
123.650592580737,32.717268446664804,"123.650592580737,32.717268446664804"
123.638860103913,32.7024526909476,"123.638860103913,32.7024526909476"
123.627474007945,32.6880743445043,"123.627474007945,32.6880743445043"
123.61632231025699,32.6739919958873,"123.61632231025699,32.6739919958873"
123.604138135068,32.6586058360925,"123.604138135068,32.6586058360925"
123.59288696132299,32.6443978692478,"123.59288696132299,32.6443978692478"
123.581479964212,32.6299931288689,"123.581479964212,32.6299931288689"
123.56961726332099,32.6150129263784,"123.56961726332099,32.6150129263784"
123.558611988034,32.601115479769604,"123.558611988034,32.601115479769604"
123.547460694886,32.587033642006396,"123.547460694886,32.587033642006396"
123.53598295684401,32.5725395700759,"123.53598295684401,32.5725395700759"
123.52410983718399,32.5575462107785,"123.52410983718399,32.5575462107785"
123.51198524491699,32.5422352922158,"123.51198524491699,32.5422352922158"
123.49966325572201,32.526675101082304,"123.49966325572201,32.526675101082304"
123.48735340491301,32.5111302382858,"123.48735340491301,32.5111302382858"
123.4863,32.4923327583643,"123.4863,32.4923327583643"
123.4863,32.4755273040072,"123.4863,32.4755273040072"
123.4863,32.4571755084219,"123.4863,32.4571755084219"
123.4863,32.439552966457896,"123.4863,32.439552966457896"
123.4863,32.4217501397004,"123.4863,32.4217501397004"
123.4863,32.4042578374262,"123.4863,32.4042578374262"
123.4863,32.3863991099153,"123.4863,32.3863991099153"
123.4863,32.3698898355778,"123.4863,32.3698898355778"
123.4863,32.3517860495851,"123.4863,32.3517860495851"
123.4863,32.3335014190038,"123.4863,32.3335014190038"
123.4863,32.3162322344436,"123.4863,32.3162322344436"
123.4863,32.2999245717375,"123.4863,32.2999245717375"
123.4863,32.2829296254391,"123.4863,32.2829296254391"
123.4863,32.2659790269558,"123.4863,32.2659790269558"
123.4863,32.2480507173837,"123.4863,32.2480507173837"
123.4863,32.2302461707907,"123.4863,32.2302461707907"
123.4863,32.2135235817077,"123.4863,32.2135235817077"
123.4863,32.19582589835389,"123.4863,32.19582589835389"
123.4863,32.1781251085473,"123.4863,32.1781251085473"
123.498676046934,32.161628859830195,"123.498676046934,32.161628859830195"
123.51144552215,32.1472135841693,"123.51144552215,32.1472135841693"
123.52331672351801,32.1338123568472,"123.52331672351801,32.1338123568472"
123.53611006983999,32.1193701334405,"123.53611006983999,32.1193701334405"
123.54831651957701,32.105590449089604,"123.54831651957701,32.105590449089604"
123.561027365461,32.0912413592337,"123.561027365461,32.0912413592337"
123.573122872408,32.0775869165918,"123.573122872408,32.0775869165918"
123.585475106101,32.063642658843996,"123.585475106101,32.063642658843996"
123.597113004053,32.050504804370796,"123.597113004053,32.050504804370796"
123.60862573162301,32.0375082529285,"123.60862573162301,32.0375082529285"
123.632751091847,32.0143365438293,"123.632751091847,32.0143365438293"
123.647046442272,32.002190380483896,"123.647046442272,32.002190380483896"
123.661336527231,31.990048690986,"123.661336527231,31.990048690986"
123.679234131288,31.9797154910112,"123.679234131288,31.9797154910112"
123.69623401841,31.970106859159497,"123.69623401841,31.970106859159497"
123.712731190215,31.960782370748202,"123.712731190215,31.960782370748202"
123.730130136693,31.950948183608304,"123.730130136693,31.950948183608304"
123.747817255413,31.9409511165054,"123.747817255413,31.9409511165054"
123.779154488144,31.9252820096146,"123.779154488144,31.9252820096146"
123.798449253424,31.9165478500882,"123.798449253424,31.9165478500882"
123.817824804089,31.9077771214498,"123.817824804089,31.9077771214498"
123.835480783481,31.8997847909729,"123.835480783481,31.8997847909729"
123.852420855033,31.892116530427998,"123.852420855033,31.892116530427998"
123.871720615186,31.8833801098733,"123.871720615186,31.8833801098733"
123.889256577666,31.875442107440005,"123.889256577666,31.875442107440005"
123.90755217607901,31.867160240682697,"123.90755217607901,31.867160240682697"
123.92564985015,31.8589679683182,"123.92564985015,31.8589679683182"
123.94437741729601,31.851422745314608,"123.94437741729601,31.851422745314608"
123.96228503268401,31.8442150802805,"123.96228503268401,31.8442150802805"
123.980152086044,31.837023741122493,"123.980152086044,31.837023741122493"
123.99755738121401,31.830018255764397,"123.99755738121401,31.830018255764397"
124.01634934742901,31.8224546469378,"124.01634934742901,31.8224546469378"
124.035916393549,31.814579074949304,"124.035916393549,31.814579074949304"
124.054651842308,31.807038213925,"124.054651842308,31.807038213925"
124.073218993363,31.7995650913152,"124.073218993363,31.7995650913152"
124.091979725497,31.7920140539446,"124.091979725497,31.7920140539446"
124.110151571786,31.7847000381887,"124.110151571786,31.7847000381887"
124.128890797855,31.777157656829,"124.128890797855,31.777157656829"
124.154495724796,31.770896573301002,"124.154495724796,31.770896573301002"
124.175273030446,31.7667366630691,"124.175273030446,31.7667366630691"
124.196271792132,31.762532414209105,"124.196271792132,31.762532414209105"
124.215284781478,31.758725745035896,"124.215284781478,31.758725745035896"
124.23504525903799,31.754769418158304,"124.23504525903799,31.754769418158304"
124.253860144981,31.7510024120862,"124.253860144981,31.7510024120862"
124.275169629496,31.7467359521244,"124.275169629496,31.7467359521244"
124.294229492637,31.742919898154998,"124.294229492637,31.742919898154998"
124.314384653802,31.7388845500417,"124.314384653802,31.7388845500417"
124.34111286228998,31.732907614701,"124.34111286228998,31.732907614701"
124.361507694585,31.7281803356922,"124.361507694585,31.7281803356922"
124.381685565135,31.723503345829602,"124.381685565135,31.723503345829602"
124.400868048382,31.7190570748783,"124.400868048382,31.7190570748783"
124.420449070475,31.7145184273735,"124.420449070475,31.7145184273735"
124.43896970012199,31.7102255661968,"124.43896970012199,31.7102255661968"
124.459695903792,31.7005098598345,"124.459695903792,31.7005098598345"
124.47753504897499,31.6913954422105,"124.47753504897499,31.6913954422105"
124.49633685582899,31.681789179242703,"124.49633685582899,31.681789179242703"
124.513416596189,31.6730627585004,"124.513416596189,31.6730627585004"
124.531340086949,31.6639052468381,"124.531340086949,31.6639052468381"
124.548622112616,31.655075474015607,"124.548622112616,31.655075474015607"
124.56520405983801,31.6466033869031,"124.56520405983801,31.6466033869031"
124.58342835201701,31.6372921890789,"124.58342835201701,31.6372921890789"
124.60006557512399,31.628791860282398,"124.60006557512399,31.628791860282398"
124.61606724285,31.609677099216,"124.61606724285,31.609677099216"
124.62565588965599,31.5933360378793,"124.62565588965599,31.5933360378793"
124.63537649841801,31.576770085744705,"124.63537649841801,31.576770085744705"
124.64449280966299,31.561233983077198,"124.64449280966299,31.561233983077198"
124.654219629802,31.5446574454562,"124.654219629802,31.5446574454562"
124.663366334481,31.5290695460145,"124.663366334481,31.5290695460145"
124.672970496469,31.5127020435606,"124.672970496469,31.5127020435606"
124.682108304597,31.497129305704107,"124.682108304597,31.497129305704107"
124.691141394021,31.4817350304397,"124.691141394021,31.4817350304397"
124.696501993347,31.458093249857697,"124.696501993347,31.458093249857697"
124.698269902017,31.440012365734702,"124.698269902017,31.440012365734702"
124.700005608109,31.4222608261598,"124.700005608109,31.4222608261598"
124.701614688659,31.4058043205346,"124.701614688659,31.4058043205346"
124.703349514855,31.388061779896802,"124.703349514855,31.388061779896802"
124.70494025062,31.3717928913866,"124.70494025062,31.3717928913866"
124.69741192954099,31.347071995630802,"124.69741192954099,31.347071995630802"
124.689188789383,31.331457175390398,"124.689188789383,31.331457175390398"
124.68089118235399,31.3157009509208,"124.68089118235399,31.3157009509208"
124.672932790343,31.3005888576997,"124.672932790343,31.3005888576997"
124.664261194305,31.284122470074802,"124.664261194305,31.284122470074802"
124.655787771774,31.268032391700203,"124.655787771774,31.268032391700203"
124.647120996372,31.251575157923106,"124.647120996372,31.251575157923106"
124.639261895745,31.2366516078955,"124.639261895745,31.2366516078955"
124.63107777001,31.2211108716681,"124.63107777001,31.2211108716681"
124.623188645585,31.2061303098167,"124.623188645585,31.2061303098167"
124.614358949345,31.189363707653605,"124.614358949345,31.189363707653605"
124.59165006875601,31.163592764882804,"124.59165006875601,31.163592764882804"
124.577444346063,31.1527803119835,"124.577444346063,31.1527803119835"
124.56121589493601,31.140428292502108,"124.56121589493601,31.140428292502108"
124.546112882717,31.128932882392,"124.546112882717,31.128932882392"
124.53052492284901,31.1170683623304,"124.53052492284901,31.1170683623304"
124.515628344568,31.1057300760278,"124.515628344568,31.1057300760278"
124.492068545993,31.089208196003,"124.492068545993,31.089208196003"
124.47623292921699,31.078548222657105,"124.47623292921699,31.078548222657105"
124.459602689427,31.0673533373918,"124.459602689427,31.0673533373918"
124.44351061158001,31.0565207235844,"124.44351061158001,31.0565207235844"
124.42687695179701,31.0453235361026,"124.42687695179701,31.0453235361026"
124.40997116901899,31.0339431651098,"124.40997116901899,31.0339431651098"
124.395033549324,31.0238876914226,"124.395033549324,31.0238876914226"
124.378147562481,31.0125206463483,"124.378147562481,31.0125206463483"
124.362556240045,31.002025123253397,"124.362556240045,31.002025123253397"
124.334173826704,30.993185782089,"124.334173826704,30.993185782089"
124.31314889733,30.989811262974897,"124.31314889733,30.989811262974897"
124.292623156914,30.9865168641148,"124.292623156914,30.9865168641148"
124.271298953229,30.9830943112183,"124.271298953229,30.9830943112183"
124.250905494913,30.9798211437481,"124.250905494913,30.9798211437481"
124.231382581912,30.9766876995442,"124.231382581912,30.9766876995442"
124.210356967964,30.9733130705553,"124.210356967964,30.9733130705553"
124.19148354832899,30.970283870591196,"124.19148354832899,30.970283870591196"
124.15849290347201,30.964930526488494,"124.15849290347201,30.964930526488494"
124.13926719489099,30.961788744028507,"124.13926719489099,30.961788744028507"
124.11919881896002,30.958509256501106,"124.11919881896002,30.958509256501106"
124.099821305072,30.9553426666719,"124.099821305072,30.9553426666719"
124.079939668593,30.952093695301,"124.079939668593,30.952093695301"
124.058764734388,30.9486333787881,"124.058764734388,30.9486333787881"
124.037591575929,30.94517335246,"124.037591575929,30.94517335246"
124.017214748764,30.9418434591608,"124.017214748764,30.9418434591608"
123.99679972918699,30.938507324622307,"123.99679972918699,30.938507324622307"
123.97666456296801,30.9352169225136,"123.97666456296801,30.9352169225136"
123.958018235123,30.9321698199572,"123.958018235123,30.9321698199572"
123.92935408383998,30.923112679207602,"123.92935408383998,30.923112679207602"
123.91139278358101,30.9159194400265,"123.91139278358101,30.9159194400265"
123.89248064402,30.9083454035517,"123.89248064402,30.9083454035517"
123.87363653064101,30.9007986105722,"123.87363653064101,30.9007986105722"
123.85616869431,30.893802996507503,"123.85616869431,30.893802996507503"
123.83669562728399,30.8860043167523,"123.83669562728399,30.8860043167523"
123.81936223955299,30.879062547393797,"123.81936223955299,30.879062547393797"
